               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 169,            0.087673,             0.12836,                   0,            0.083315,              0.2381,            0.067885,            0.013877,            0.070002,             0.12862,                   0,            0.001766,            0.001766,            0.067866
                 170,            0.085124,             0.13196,                   0,            0.098896,             0.19048,            0.068216,            0.013928,            0.070382,             0.12729,                   0,           0.0017624,           0.0017624,            0.067662
                 171,            0.082731,             0.11082,                   0,            0.079872,             0.42857,            0.076139,            0.014595,            0.070533,              0.1259,                   0,           0.0017587,           0.0017587,            0.067459
                 172,            0.087011,             0.12362,                   0,            0.090923,             0.45238,            0.084568,            0.015495,            0.070709,             0.12462,                   0,           0.0017549,           0.0017549,            0.067255
                 173,            0.089584,             0.12755,                   0,            0.092294,             0.40476,            0.086627,            0.018766,            0.071406,             0.12262,                   0,           0.0017509,           0.0017509,            0.067051
                 174,            0.091414,             0.12604,                   0,            0.096208,             0.42857,            0.087768,            0.018685,            0.072609,             0.11985,                   0,           0.0017468,           0.0017468,            0.066847
                 175,            0.087881,              0.1364,                   0,            0.090321,             0.47619,             0.10143,             0.02168,            0.074397,             0.11582,                   0,           0.0017426,           0.0017426,            0.066643
                 176,            0.087712,              0.1365,                   0,            0.090764,             0.47619,            0.091362,            0.021525,            0.074759,             0.11452,                   0,           0.0017383,           0.0017383,            0.066438
                 177,            0.084714,             0.12616,                   0,             0.10089,             0.38095,            0.090109,            0.021268,            0.073763,             0.11583,                   0,           0.0017338,           0.0017338,            0.066234
                 178,            0.087287,             0.12839,                   0,             0.10695,             0.35714,            0.092354,            0.019967,            0.073152,             0.11751,                   0,           0.0017293,           0.0017293,            0.066029
                 179,            0.083851,             0.10617,                   0,              0.1304,             0.33333,             0.10803,            0.024363,            0.072489,             0.11726,                   0,           0.0017246,           0.0017246,            0.065825
                 180,            0.090421,             0.11399,                   0,             0.14682,             0.30952,             0.11258,            0.029711,            0.072801,              0.1154,                   0,           0.0017198,           0.0017198,             0.06562
                 181,            0.087027,             0.13962,                   0,             0.16231,             0.35714,               0.118,            0.030731,            0.072934,              0.1145,                   0,           0.0017149,           0.0017149,            0.065415
                 182,            0.085193,             0.11301,                   0,             0.15533,             0.33333,             0.13188,            0.027202,            0.073176,             0.11325,                   0,           0.0017099,           0.0017099,             0.06521
                 183,            0.088614,             0.11893,                   0,             0.14767,             0.40476,             0.12652,            0.030417,             0.07397,             0.11116,                   0,           0.0017047,           0.0017047,            0.065005
                 184,            0.084576,              0.1081,                   0,             0.16421,             0.35714,             0.15245,            0.033472,            0.074455,             0.10913,                   0,           0.0016995,           0.0016995,              0.0648
                 185,            0.084201,             0.11078,                   0,             0.17661,             0.47619,             0.17125,            0.048719,            0.073604,             0.10741,                   0,           0.0016942,           0.0016942,            0.064594
                 186,            0.086371,             0.11151,                   0,             0.18252,             0.47619,             0.17785,            0.053459,             0.07295,             0.10678,                   0,           0.0016888,           0.0016888,            0.064389
                 187,            0.086064,             0.11021,                   0,             0.19414,                 0.5,             0.20541,            0.054352,            0.072805,             0.10519,                   0,           0.0016832,           0.0016832,            0.064183
                 188,            0.083599,               0.109,                   0,             0.21593,             0.61905,             0.26593,            0.063705,            0.072644,             0.10449,                   0,           0.0016776,           0.0016776,            0.063978
                 189,            0.079588,            0.096683,                   0,             0.26811,             0.42857,             0.27782,            0.094994,            0.070407,             0.10539,                   0,           0.0016719,           0.0016719,            0.063772
                 190,            0.084855,             0.11366,                   0,             0.25561,             0.52381,             0.27489,             0.10494,            0.069434,             0.10624,                   0,           0.0016661,           0.0016661,            0.063566
                 191,             0.08244,             0.10153,                   0,             0.25298,             0.47619,             0.27886,            0.096604,            0.068029,             0.10693,                   0,           0.0016603,           0.0016603,             0.06336
                 192,             0.08232,             0.10747,                   0,             0.22685,             0.66667,             0.28469,              0.1002,             0.06735,              0.1061,                   0,           0.0016543,           0.0016543,            0.063154
                 193,            0.081778,            0.091122,                   0,             0.28684,             0.59524,             0.32337,             0.10568,             0.06649,             0.10737,                   0,           0.0016483,           0.0016483,            0.062948
                 194,            0.082953,            0.094376,                   0,             0.46644,             0.33304,             0.33902,             0.12419,            0.066458,             0.10504,                   0,           0.0016421,           0.0016421,            0.062742
                 195,            0.080175,             0.10683,                   0,             0.36154,             0.40476,             0.33428,             0.11851,            0.067026,             0.10319,                   0,            0.001636,            0.001636,            0.062536
                 196,            0.081965,             0.10677,                   0,             0.36713,             0.42857,             0.33325,             0.11093,            0.067933,             0.10125,                   0,           0.0016297,           0.0016297,             0.06233
                 197,            0.082716,             0.10796,                   0,             0.35247,             0.57143,             0.36167,             0.12144,            0.067802,            0.099163,                   0,           0.0016234,           0.0016234,            0.062123
                 198,             0.08014,             0.10067,                   0,             0.35968,             0.52381,             0.36778,             0.11719,            0.066525,            0.097289,                   0,            0.001617,            0.001617,            0.061917
                 199,            0.081642,             0.10334,                   0,             0.37216,             0.52381,             0.39526,             0.11921,            0.067272,            0.096764,                   0,           0.0016105,           0.0016105,            0.061711
                 200,            0.082492,             0.10442,                   0,             0.43533,             0.57143,             0.45437,             0.13101,            0.067563,            0.096779,                   0,            0.001604,            0.001604,            0.061504
                 201,            0.078143,            0.097811,                   0,             0.40589,             0.61905,             0.45814,             0.12568,              0.0666,            0.093874,                   0,           0.0015974,           0.0015974,            0.061297
                 202,            0.077721,             0.10103,                   0,             0.41772,             0.54659,             0.42856,             0.10711,            0.066659,            0.090961,                   0,           0.0015908,           0.0015908,            0.061091
                 203,            0.080971,             0.10708,                   0,             0.37679,             0.61905,             0.42827,             0.12491,            0.068896,            0.092255,                   0,           0.0015841,           0.0015841,            0.060884
                 204,            0.081375,             0.10967,                   0,             0.43307,             0.61905,             0.45088,              0.1199,            0.071672,              0.1046,                   0,           0.0015774,           0.0015774,            0.060677
                 205,            0.081776,             0.10684,                   0,             0.44403,             0.57143,             0.42606,            0.099741,            0.072305,             0.10327,                   0,           0.0015706,           0.0015706,            0.060471
                 206,            0.082216,             0.11579,                   0,             0.46654,             0.52381,             0.43855,             0.10382,            0.071056,            0.098503,                   0,           0.0015638,           0.0015638,            0.060264
                 207,            0.079424,              0.1027,                   0,              0.4812,             0.61836,             0.50652,             0.16122,            0.067067,            0.095869,                   0,           0.0015569,           0.0015569,            0.060057
                 208,            0.080683,            0.098643,                   0,             0.63242,             0.61905,             0.53231,             0.14282,            0.066768,             0.11555,                   0,             0.00155,             0.00155,             0.05985
                 209,            0.079468,             0.10623,                   0,             0.56205,             0.64286,             0.51027,             0.15696,            0.065304,             0.10876,                   0,           0.0015431,           0.0015431,            0.059643
                 210,            0.078231,            0.097085,                   0,             0.56763,             0.59393,             0.49788,             0.14861,            0.064232,             0.10165,                   0,           0.0015362,           0.0015362,            0.059436
                 211,            0.079784,            0.097036,                   0,             0.53784,             0.66667,             0.46633,             0.11534,            0.064501,             0.10274,                   0,           0.0015292,           0.0015292,            0.059229
                 212,             0.07663,             0.10058,                   0,             0.48029,             0.66667,             0.45613,             0.12479,            0.062933,             0.10786,                   0,           0.0015222,           0.0015222,            0.059022
                 213,             0.07811,             0.09236,                   0,             0.53839,             0.66667,             0.56159,              0.1631,            0.062002,            0.095348,                   0,           0.0015152,           0.0015152,            0.058815
                 214,            0.077142,            0.097109,                   0,             0.62132,             0.66667,             0.60755,             0.16816,            0.061612,            0.088279,                   0,           0.0015081,           0.0015081,            0.058608
                 215,            0.078053,            0.093865,                   0,             0.53936,             0.64286,             0.58068,              0.1688,            0.061968,            0.089805,                   0,           0.0015011,           0.0015011,            0.058401
                 216,            0.077483,             0.09396,                   0,             0.64272,             0.61905,             0.59451,             0.18816,            0.060202,            0.085031,                   0,            0.001494,            0.001494,            0.058194
                 217,            0.075093,            0.095604,                   0,              0.5904,             0.61905,             0.59251,             0.19333,            0.059632,            0.089126,                   0,           0.0014869,           0.0014869,            0.057987
                 218,            0.077373,            0.086545,                   0,             0.70162,             0.61905,             0.65659,             0.19222,            0.059123,            0.084137,                   0,           0.0014798,           0.0014798,             0.05778
                 219,            0.070082,            0.088958,                   0,             0.65828,             0.64214,              0.6242,             0.17969,            0.057718,            0.083894,                   0,           0.0014727,           0.0014727,            0.057573
                 220,            0.073315,            0.094507,                   0,             0.51723,             0.71425,             0.61377,             0.17288,            0.058221,            0.082403,                   0,           0.0014657,           0.0014657,            0.057366
                 221,            0.071136,             0.10612,                   0,              0.5521,             0.61905,             0.57723,             0.16131,            0.057605,            0.082954,                   0,           0.0014586,           0.0014586,            0.057159
                 222,            0.073166,            0.084098,                   0,             0.50973,             0.52381,             0.52254,              0.1249,            0.058294,            0.090174,                   0,           0.0014515,           0.0014515,            0.056952
                 223,            0.072745,            0.096249,                   0,             0.55813,             0.57143,             0.55273,             0.15612,            0.056807,            0.087265,                   0,           0.0014444,           0.0014444,            0.056744
                 224,            0.074564,             0.10056,                   0,             0.57021,             0.66667,             0.60865,             0.17904,             0.05695,            0.082276,                   0,           0.0014374,           0.0014374,            0.056537
                 225,            0.077284,            0.098811,                   0,             0.46411,             0.78361,             0.56503,             0.16297,             0.05687,            0.085494,                   0,           0.0014304,           0.0014304,             0.05633
                 226,             0.07131,            0.092364,                   0,             0.52604,             0.69048,             0.58558,             0.15511,            0.056441,            0.083098,                   0,           0.0014234,           0.0014234,            0.056123
                 227,            0.078139,             0.09252,                   0,             0.46646,             0.69048,             0.54336,             0.15757,            0.058036,             0.08482,                   0,           0.0014164,           0.0014164,            0.055916
                 228,            0.072317,            0.092816,                   0,             0.49055,             0.69048,             0.58291,             0.16107,            0.057481,            0.083046,                   0,           0.0014094,           0.0014094,            0.055709
                 229,            0.072667,            0.087887,                   0,             0.46144,               0.714,             0.60183,             0.18651,            0.058459,            0.082676,                   0,           0.0014025,           0.0014025,            0.055503
                 230,            0.075066,            0.096634,                   0,             0.47661,              0.7381,             0.59711,             0.18997,            0.057339,            0.081121,                   0,           0.0013956,           0.0013956,            0.055296
                 231,            0.076638,               0.113,                   0,             0.57968,                 0.5,             0.55745,             0.17807,            0.059114,            0.085347,                   0,           0.0013888,           0.0013888,            0.055089
                 232,            0.075703,             0.09889,                   0,             0.57111,             0.57143,             0.58912,              0.1837,            0.056334,             0.08037,                   0,            0.001382,            0.001382,            0.054882
                 233,             0.07472,            0.088684,                   0,             0.67554,             0.59524,             0.60296,             0.21631,            0.055512,            0.080101,                   0,           0.0013752,           0.0013752,            0.054675
                 234,            0.067954,            0.090606,                   0,             0.59382,             0.59524,             0.59695,             0.19825,             0.05501,            0.085491,                   0,           0.0013685,           0.0013685,            0.054469
                 235,            0.073843,            0.095322,                   0,              0.5458,             0.66667,             0.61882,             0.18565,            0.054978,            0.091815,                   0,           0.0013619,           0.0013619,            0.054262
                 236,            0.074831,             0.11093,                   0,             0.48979,             0.61716,             0.52896,             0.19205,             0.05569,            0.091592,                   0,           0.0013553,           0.0013553,            0.054055
                 237,            0.071164,             0.08867,                   0,             0.50553,             0.57143,             0.55049,             0.19912,            0.057373,            0.092652,                   0,           0.0013487,           0.0013487,            0.053849
                 238,            0.070852,             0.10066,                   0,             0.55963,             0.54762,                0.54,             0.15411,            0.059478,            0.089586,                   0,           0.0013422,           0.0013422,            0.053642
                 239,            0.075058,             0.11296,                   0,             0.64679,             0.57143,             0.57968,             0.19857,            0.057992,             0.08866,                   0,           0.0013358,           0.0013358,            0.053436
                 240,              0.0708,            0.098446,                   0,             0.63997,             0.59524,             0.58377,             0.20117,            0.057982,            0.085421,                   0,           0.0013295,           0.0013295,            0.053229
                 241,            0.068779,            0.085848,                   0,             0.61899,              0.6189,             0.63991,             0.20505,            0.055917,            0.080971,                   0,           0.0013232,           0.0013232,            0.053023
                 242,            0.069859,             0.09439,                   0,              0.5428,              0.7381,             0.64434,             0.20898,            0.055414,            0.079154,                   0,            0.001317,            0.001317,            0.052817
                 243,            0.068628,            0.081605,                   0,             0.58269,             0.83333,             0.70482,             0.28736,            0.053836,            0.078078,                   0,           0.0013108,           0.0013108,            0.052611
                 244,            0.070578,            0.089597,                   0,             0.78705,             0.61605,             0.72267,             0.29118,            0.053815,            0.077525,                   0,           0.0013048,           0.0013048,            0.052405
                 245,            0.068753,            0.091365,                   0,             0.76315,             0.69044,             0.73676,             0.28673,            0.053733,            0.077646,                   0,           0.0012989,           0.0012989,            0.052199
                 246,            0.070513,            0.099462,                   0,             0.63603,             0.66667,              0.7047,             0.27628,            0.054164,            0.076352,                   0,            0.001293,            0.001293,            0.051993
                 247,            0.069322,            0.095346,                   0,             0.67987,              0.7619,             0.76696,             0.29996,            0.052405,            0.076227,                   0,           0.0012872,           0.0012872,            0.051787
                 248,            0.070685,            0.084974,                   0,             0.70544,             0.69048,             0.73594,             0.30338,            0.052205,            0.076708,                   0,           0.0012815,           0.0012815,            0.051582
                 249,            0.071561,            0.098134,                   0,             0.78372,             0.69024,             0.74748,             0.27652,            0.053626,            0.077644,                   0,            0.001276,            0.001276,            0.051376
                 250,            0.067955,            0.095496,                   0,             0.62031,             0.66667,             0.63886,             0.19859,            0.056599,            0.076049,                   0,           0.0012705,           0.0012705,             0.05117
                 251,            0.070528,            0.089852,                   0,             0.65801,             0.68723,             0.68843,             0.24059,            0.054982,            0.082667,                   0,           0.0012651,           0.0012651,            0.050965
                 252,            0.072562,             0.11511,                   0,             0.65801,             0.68723,             0.68843,             0.24059,            0.054982,            0.082667,                   0,           0.0012599,           0.0012599,             0.05076
                 253,            0.068059,            0.086158,                   0,             0.76352,             0.61507,             0.71716,             0.23027,            0.053368,            0.078962,                   0,           0.0012547,           0.0012547,            0.050555
                 254,            0.072652,            0.093321,                   0,             0.62814,             0.52381,             0.55804,             0.20872,            0.055738,            0.084067,                   0,           0.0012497,           0.0012497,             0.05035
                 255,            0.071071,            0.097964,                   0,             0.62814,             0.52381,             0.55804,             0.20872,            0.055738,            0.084067,                   0,           0.0012448,           0.0012448,            0.050145
                 256,            0.067212,            0.090466,                   0,             0.44725,             0.82847,             0.61861,             0.27678,            0.052614,            0.086598,                   0,             0.00124,             0.00124,             0.04994
                 257,            0.071613,            0.093507,                   0,             0.56592,             0.49674,               0.487,             0.14633,            0.057996,             0.08721,                   0,           0.0012353,           0.0012353,            0.049735
                 258,            0.072615,             0.10141,                   0,             0.56592,             0.49674,               0.487,             0.14633,            0.057996,             0.08721,                   0,           0.0012308,           0.0012308,            0.049531
                 259,            0.068375,            0.084992,                   0,             0.73212,             0.52067,             0.60616,             0.25976,            0.053387,            0.086384,                   0,           0.0012264,           0.0012264,            0.049326
                 260,            0.067714,            0.086658,                   0,             0.63645,             0.54762,              0.5701,             0.21556,            0.054019,            0.079814,                   0,           0.0012222,           0.0012222,            0.049122
                 261,            0.066901,            0.085017,                   0,             0.63645,             0.54762,              0.5701,             0.21556,            0.054019,            0.079814,                   0,           0.0012181,           0.0012181,            0.048918
                 262,            0.065651,            0.088447,                   0,             0.76607,             0.54762,             0.64533,              0.2637,            0.053547,            0.079251,                   0,           0.0012141,           0.0012141,            0.048714
                 263,            0.068397,              0.0875,                   0,              0.7824,             0.51387,             0.63431,               0.228,            0.056389,            0.084784,                   0,           0.0012103,           0.0012103,             0.04851
                 264,            0.066999,            0.082798,                   0,              0.7824,             0.51387,             0.63431,               0.228,            0.056389,            0.084784,                   0,           0.0012066,           0.0012066,            0.048307
                 265,             0.06735,            0.093428,                   0,             0.81353,             0.52381,              0.6514,             0.24267,            0.057257,            0.086358,                   0,           0.0012031,           0.0012031,            0.048103
                 266,            0.069323,            0.079299,                   0,             0.80565,             0.59524,             0.72801,             0.28907,            0.051583,            0.090759,                   0,           0.0011997,           0.0011997,              0.0479
                 267,            0.069983,            0.095158,                   0,             0.80565,             0.59524,             0.72801,             0.28907,            0.051583,            0.090759,                   0,           0.0011965,           0.0011965,            0.047697
                 268,             0.06873,            0.086605,                   0,             0.62467,             0.71429,              0.7147,              0.2918,            0.050938,            0.088065,                   0,           0.0011935,           0.0011935,            0.047493
                 269,            0.070211,            0.092772,                   0,             0.65199,             0.71373,             0.68683,             0.25065,            0.051112,            0.081016,                   0,           0.0011906,           0.0011906,            0.047291
                 270,            0.066937,             0.09252,                   0,             0.65199,             0.71373,             0.68683,             0.25065,            0.051112,            0.081016,                   0,           0.0011879,           0.0011879,            0.047088
                 271,            0.067228,            0.086223,                   0,             0.68708,             0.78571,             0.71523,             0.25395,            0.051837,            0.079233,                   0,           0.0011854,           0.0011854,            0.046885
                 272,            0.066311,            0.084216,                   0,             0.77669,             0.66667,              0.7445,             0.27644,            0.052331,            0.080869,                   0,            0.001183,            0.001183,            0.046683
                 273,            0.066109,            0.092048,                   0,             0.77669,             0.66667,              0.7445,             0.27644,            0.052331,            0.080869,                   0,           0.0011809,           0.0011809,            0.046481
                 274,            0.067536,              0.0906,                   0,             0.69875,             0.66667,             0.71698,             0.23674,            0.054092,            0.082147,                   0,           0.0011789,           0.0011789,            0.046279
                 275,            0.068051,            0.090007,                   0,             0.64402,             0.69048,             0.69276,             0.29495,            0.051645,            0.078252,                   0,           0.0011771,           0.0011771,            0.046077
                 276,            0.067003,            0.099601,                   0,             0.64402,             0.69048,             0.69276,             0.29495,            0.051645,            0.078252,                   0,           0.0011755,           0.0011755,            0.045875
                 277,             0.06516,            0.090298,                   0,             0.73136,             0.71429,             0.77593,             0.33152,            0.050947,            0.079508,                   0,           0.0011741,           0.0011741,            0.045674
                 278,            0.067122,            0.072835,                   0,             0.60967,             0.71429,             0.69643,             0.29084,            0.051557,            0.082051,                   0,           0.0011729,           0.0011729,            0.045473
                 279,            0.066148,            0.089004,                   0,             0.60967,             0.71429,             0.69643,             0.29084,            0.051557,            0.082051,                   0,           0.0011719,           0.0011719,            0.045272
                 280,             0.06839,            0.084631,                   0,             0.59764,              0.7381,             0.68845,             0.28405,            0.051618,            0.079459,                   0,            0.001171,            0.001171,            0.045071
                 281,            0.065431,             0.09016,                   0,             0.70083,             0.61905,             0.67348,             0.26869,            0.050857,             0.10162,                   0,           0.0011704,           0.0011704,             0.04487
                 282,            0.067821,            0.086892,                   0,             0.70083,             0.61905,             0.67348,             0.26869,            0.050857,             0.10162,                   0,             0.00117,             0.00117,             0.04467
                 283,            0.064896,            0.083991,                   0,             0.77454,             0.66667,             0.75827,             0.29938,            0.050763,            0.081336,                   0,           0.0011698,           0.0011698,             0.04447
                 284,            0.065977,            0.092967,                   0,             0.59928,             0.71429,             0.65927,             0.26743,            0.052563,            0.073905,                   0,           0.0011699,           0.0011699,             0.04427
                 285,             0.06777,            0.087893,                   0,             0.59928,             0.71429,             0.65927,             0.26743,            0.052563,            0.073905,                   0,           0.0011701,           0.0011701,             0.04407
                 286,            0.068596,            0.092065,                   0,             0.58138,              0.7619,             0.63058,              0.2464,            0.053542,            0.073022,                   0,           0.0011706,           0.0011706,            0.043871
                 287,            0.068204,            0.089657,                   0,             0.61197,             0.64286,             0.61237,             0.20712,            0.054699,             0.07218,                   0,           0.0011713,           0.0011713,            0.043671
                 288,            0.067682,            0.098893,                   0,             0.61197,             0.64286,             0.61237,             0.20712,            0.054699,             0.07218,                   0,           0.0011722,           0.0011722,            0.043472
                 289,            0.065671,            0.095267,                   0,             0.54818,             0.80886,             0.67653,              0.2784,            0.052667,            0.071796,                   0,           0.0011733,           0.0011733,            0.043273
                 290,            0.066684,            0.090378,                   0,              0.5422,             0.76138,             0.65555,             0.28755,            0.052594,            0.071201,                   0,           0.0011747,           0.0011747,            0.043075
                 291,            0.068994,            0.092812,                   0,              0.5422,             0.76138,             0.65555,             0.28755,            0.052594,            0.071201,                   0,           0.0011763,           0.0011763,            0.042876
                 292,            0.066156,            0.095065,                   0,             0.54015,             0.78571,             0.66427,              0.2656,            0.053543,            0.071393,                   0,           0.0011782,           0.0011782,            0.042678
                 293,            0.064955,            0.083855,                   0,             0.65661,             0.78571,             0.75393,             0.32652,            0.049931,            0.071476,                   0,           0.0011803,           0.0011803,             0.04248
                 294,            0.067637,             0.10099,                   0,             0.65661,             0.78571,             0.75393,             0.32652,            0.049931,            0.071476,                   0,           0.0011826,           0.0011826,            0.042283
                 295,            0.066692,            0.091604,                   0,             0.82006,              0.7619,             0.81687,             0.36034,            0.050133,            0.073419,                   0,           0.0011852,           0.0011852,            0.042085
                 296,            0.063232,            0.085167,                   0,             0.73109,             0.78571,             0.73028,             0.33995,            0.048844,            0.072862,                   0,           0.0011881,           0.0011881,            0.041888
                 297,            0.064092,            0.079579,                   0,             0.73109,             0.78571,             0.73028,             0.33995,            0.048844,            0.072862,                   0,           0.0011912,           0.0011912,            0.041691
                 298,            0.066328,            0.085133,                   0,             0.66368,             0.79887,             0.73681,             0.35887,            0.050397,            0.072503,                   0,           0.0011945,           0.0011945,            0.041495
                 299,            0.063341,             0.10181,                   0,             0.77759,             0.83243,             0.80076,             0.35722,            0.049003,            0.074297,                   0,           0.0011981,           0.0011981,            0.041298
